model	lik	mode	convergence
14G	-6680.42812409546	1.67553932639238	0
14T	-6680.972509929	0.38089234121438	0
15A	-6657.00104119314	2.30943749642593	0
15C	-6506.61716652099	2.39869308237744	0
15G	-6673.69300603783	3.09417319331084	0
15T	-6676.97379638027	2.58026834562981	0
16A	-6675.37207613806	2.2136208406208	0
16C	-6487.67837673254	2.43649233233495	0
16G	-6670.44705180587	2.18022093318841	0
16T	-6680.71164493488	1.54576754176301	0
17A	-6681.3545442421	0.75673225608433	0
17C	-6680.94816540786	1.18472907336159	0
17G	-6470.96187962423	2.4272905456096	0
17T	-6677.4123956104	2.46133387271046	0
18A	-6680.94813264909	0.417141733933061	0
18C	-6679.4701288979	1.91933496409795	0
18G	-6468.70676151362	2.4355421393682	0
18T	-6681.41036222504	1.11454153161288	0
19A	-6680.91509280393	0.432637680950665	0
19C	-6680.91509280393	0.432637680950665	0
19G	-6478.08901869166	2.40703562062671	0
19T	-6671.20396543093	2.61147853282782	0
20A	-6680.31300863779	1.54284812940392	0
20C	-6680.91470243326	0.433020659790311	0
20G	-6680.91470243326	0.433020659790277	0
20T	-6467.98091740671	2.41549945614994	0
21A	-6679.30659105475	1.93409753571828	0
21C	-6681.60716446642	0.989797982515508	0
21G	-6492.91333542108	2.44197041851814	0
21T	-6655.89653798613	2.34881895843016	0
22A	-6467.10784993986	2.42233268312035	0
22C	-6680.94789191254	0.417680555803787	0
22G	-6680.52554822933	1.38168717844787	0
22T	-6681.19620185348	0.610600365666423	0
23A	-6681.07672976236	1.01592967790894	0
23C	-6680.94940184862	0.41684462588017	0
23G	-6680.91614747512	0.434547688074187	0
23T	-6466.89036463941	2.4215868821569	0
24A	-6680.91493063316	0.432861009579345	0
24C	-6468.64807499094	2.41528131729498	0
24G	-6679.83435389811	2.07853873884654	0
24T	-6680.91493063316	0.432861009392348	0
25A	-6680.94711182893	0.418235927853133	0
25C	-6680.92932451867	1.27883974039798	0
25G	-6467.21210808811	2.421617486497	0
25T	-6680.91503694573	0.432819911496965	0
26A	-6681.28080949165	1.029747471306	0
26C	-6465.82111468735	2.43343874647502	0
26G	-6680.92720477474	0.351831320143169	0
26T	-6681.11151679395	0.993817588567437	0
27A	-6467.38959537858	2.42105458055199	0
27C	-6680.71920530393	1.37365926873073	0
27G	-6680.92936644047	0.427298440400648	0
27T	-6680.91521233972	0.432363836610279	0
28A	-6663.55638756854	2.31264178219757	0
28C	-6680.94321382259	0.423178642683451	0
28G	-6486.79832035088	2.43449355727646	0
28T	-6681.01562657654	1.42395756415435	0
29A	-6466.90832486451	2.41979162566046	0
29C	-6680.93406246621	0.425325159507235	0
29G	-6680.91467857647	0.433037570692883	0
29T	-6681.00152184045	0.776044136805178	0
30A	-6680.44464756441	1.69432009189695	0
30C	-6680.9659207699	0.399352455544467	0
30G	-6681.33409527921	0.788703340662797	0
30T	-6467.34477233531	2.42929911207069	0
31A	-6680.94454823624	0.420353037053756	0
31C	-6681.11448596794	1.3068646273171	0
31G	-6466.72893510735	2.42814095435295	0
31T	-6680.91528110213	0.432194494211462	0
32A	-6466.17031168799	2.42228870738905	0
32C	-6680.91481405607	0.432954421391861	0
32G	-6680.91481405607	0.432954421297452	0
32T	-6680.97477632889	0.387647566768347	0
33A	-6680.91441676485	1.36365634023709	0
33C	-6680.91518489524	0.432240086827413	0
33G	-6680.95802992135	0.409699118663496	0
33T	-6467.01892773012	2.42479856024173	0
34A	-6679.77366463726	2.0926901931117	0
34C	-6680.9148840753	0.432895445696254	0
34G	-6681.18841601011	0.927944322381114	0
34T	-6469.02711793793	2.41802710265453	0
35A	-6680.96118726439	0.406759164349153	0
35C	-6467.49058311575	2.42652852527747	0
35G	-6680.9029140259	0.82574925202768	0
35T	-6681.0412666885	1.39655318242526	0
36A	-6465.86723208407	2.42768054927201	0
36C	-6681.31042891719	0.799752403264732	0
36G	-6680.91523477373	0.432526281484553	0
36T	-6680.95892006686	0.409158587317486	0
37A	-6680.91498360948	0.432661719943266	0
37C	-6680.91498360948	0.432661719943266	0
37G	-6680.30901125942	1.67055228834642	0
37T	-6467.99578756511	2.41739663940346	0
38A	-6680.96469553837	0.401638353670516	0
38C	-6680.94931331862	0.417444929859352	0
38G	-6466.27696390191	2.42338288894997	0
38T	-6681.08827863415	0.716307665435954	0
39A	-6672.30898716695	3.12390464900563	0
39C	-6680.91483960698	0.432925705692892	0
39G	-6476.37235126416	2.39993747947883	0
39T	-6681.06777434984	0.739336993473751	0
40A	-6469.36830709916	2.41995023021908	0
40C	-6677.42960224303	3.03783619804676	0
40G	-6680.95610372049	0.360993641471469	0
40T	-6681.21485398151	0.572999818465457	0
41A	-6680.91546004774	0.432338245363548	0
41C	-6680.34675893844	1.74484029470203	0
41G	-6467.24496051916	2.42521450091606	0
41T	-6680.94329739965	0.354540361591431	0
42A	-6680.91493265278	0.432879086772116	0
42C	-6679.36407402247	2.35488467029419	0
42G	-6671.6400218195	2.17303758917813	0
42T	-6480.55561256645	2.42334283248889	0
43A	-6681.07303403121	0.717140753500666	0
43C	-6467.26738117081	2.42496167253397	0
43G	-6680.98780532732	0.765428326264684	0
43T	-6681.14000031852	1.13133127361966	0
44A	-6466.46605157479	2.42436389070975	0
44C	-6680.90865679378	0.813120442349026	0
44G	-6680.96528558665	0.400721580956968	0
44T	-6681.1539859988	0.647241040537658	0
45A	-6680.96345721529	0.367959090309471	0
45C	-6680.4142927153	1.67695043461057	0
45G	-6679.87492564483	1.98399710951872	0
45T	-6469.56864615542	2.42746032466031	0
46A	-6680.84936911101	0.853761220148271	0
46C	-6681.10759324324	0.695722230534462	0
46G	-6467.0077246012	2.42101676233113	0
46T	-6680.95636075579	0.411686061638426	0
47A	-6680.97293901164	1.25986367355589	0
47C	-6681.17691443562	0.911076988642985	0
47G	-6675.56143312556	2.10159308151058	0
47T	-6474.212509766	2.43542762840443	0
48A	-6680.79729901004	0.311482148979427	0
48C	-6680.91545154336	0.432380173341449	0
48G	-6474.71994556154	2.41146918522948	0
48T	-6672.31811004277	2.94200074677546	0
49A	-6679.99105061595	1.71226725617335	0
49C	-6677.45843550649	2.2351252335756	0
49G	-6680.95897352124	0.409744060507898	0
49T	-6473.46589077246	2.43034651983537	0
50A	-6477.79698787247	2.4092607798242	0
50C	-6677.87188497532	2.55835785094296	0
50G	-6674.97338772132	2.49662486363888	0
50T	-6680.94438709904	0.361478947474633	0
51A	-6480.817121142	2.42878954966117	0
51C	-6681.2257504188	0.555460325843642	0
51G	-6667.5724142915	2.36822246449549	0
51T	-6681.21440059573	0.602601942129218	0
52A	-6681.13469931319	0.909173548672601	0
52C	-6681.08915119012	0.716642879915897	0
52G	-6466.50004130693	2.4261213470185	0
52T	-6680.94840059116	0.417331466109435	0
53A	-6562.67099755454	2.3078639903018	0
53C	-6680.91508846127	0.432725944222672	0
53G	-6586.10502424058	2.61886370463684	0
53T	-6680.9578002898	0.410618425753663	0
54A	-6680.96629852919	0.397819220832659	0
54C	-6680.98117840621	0.770633892750307	0
54G	-6680.83360922652	1.33116749249131	0
54T	-6467.3809176792	2.42263730862243	0
55A	-6680.63556556581	0.287782863668405	0
55C	-6464.1797705755	2.43410945732075	0
55G	-6680.91558756814	0.432158482208505	0
55T	-6680.91558756814	0.43215848212745	0
56A	-6680.91512164693	0.432643628215989	0
56C	-6680.95060709202	0.359546630856234	0
56G	-6466.67998310251	2.43132417928849	0
56T	-6680.85936382575	1.49523499388096	0
57A	-6466.48566435975	2.42387176363115	0
57C	-6680.91489526339	0.432911728696316	0
57G	-6681.26133346224	0.866145056210266	0
57T	-6680.91489526339	0.432911728806153	0
58A	-6680.93954399901	0.424172182765202	0
58C	-6680.95565998771	0.412213889494602	0
58G	-6681.18138358294	0.63502041392137	0
58T	-6466.01910008613	2.42485983233072	0
59A	-6681.21994101058	0.580314939209717	0
59C	-6470.75148228206	2.41861234994407	0
59G	-6678.00583133995	2.41485639109501	0
59T	-6680.89534318676	0.828636867687316	0
60A	-6680.96743211445	0.390516473100285	0
60C	-6680.91505222854	0.432725429805512	0
60G	-6465.64130348721	2.42544557110605	0
60T	-6680.9706861097	0.382565368778333	0
61A	-6681.12998005757	0.669136761812436	0
61C	-6471.14613943612	2.41480608049623	0
61G	-6681.03390104373	0.728065951162386	0
61T	-6677.73932671092	2.59927138280303	0
62A	-6680.98938686053	0.768260768135298	0
62C	-6668.77483850969	2.33831447947079	0
62G	-6501.34207514237	2.3954371351716	0
62T	-6662.75416315597	2.64563797354456	0
63A	-6679.71108398361	2.1788453630472	0
63C	-6472.65126342858	2.41128503253582	0
63G	-6678.27575715658	2.32162071102704	0
63T	-6681.11043311324	0.701223229645865	0
64A	-6680.96403938049	0.374861856157319	0
64C	-6681.09883041477	0.701504524261701	0
64G	-6465.38235319395	2.42622567157048	0
64T	-6680.9151269596	0.432617356213492	0
65A	-6467.50995474324	2.42851956525408	0
65C	-6679.62154860421	2.11954571217994	0
65G	-6681.06846051727	0.738644858237604	0
65T	-6681.14755256481	0.46939223350099	0
66A	-6680.96298078768	0.37550854064214	0
66C	-6680.98148336076	1.34990272138892	0
66G	-6466.73543420171	2.42600705081523	0
66T	-6680.91503491173	0.432680680259821	0
67A	-6469.60161842867	2.41155558860541	0
67C	-6678.89888144566	2.85870990718569	0
67G	-6680.98575109813	0.769062638193063	0
67T	-6680.9148727427	0.432923263359746	0
68A	-6680.95567666097	0.412206928009996	0
68C	-6479.37026542861	2.39779540376147	0
68G	-6677.91798074246	2.2267810561266	0
68T	-6673.26963218834	3.34561609434004	0
69A	-6679.98643393032	1.96319065124095	0
69C	-6680.91484427265	0.43294089914277	0
69G	-6680.96190042172	0.406662343934892	0
69T	-6468.47497558568	2.41776309363939	0
70A	-6680.93077287123	0.426969806361655	0
70C	-6679.54314545438	1.89978060227255	0
70G	-6680.91477691291	0.432968731792283	0
70T	-6469.38445367271	2.42255999472774	0
71A	-6469.23257118776	2.41692368711014	0
71C	-6679.1947738772	2.26718925397254	0
71G	-6680.95244168612	0.415699029338973	0
71T	-6680.95818477711	0.410148205795852	0
72A	-6466.78063368022	2.42415641888186	0
72C	-6680.77323109969	1.39858198385523	0
72G	-6680.96238390673	0.373305228081424	0
72T	-6680.95710151501	0.413524738849288	0
73A	-6680.91496797202	0.432843987389809	0
73C	-6681.050896691	1.0176914948494	0
73G	-6467.01228355702	2.42108228888328	0
73T	-6680.91496797202	0.43284398729414	0
74A	-6465.92088801081	2.42545914141367	0
74C	-6680.91502196697	0.43283571895297	0
74G	-6681.2069129057	0.599409799471168	0
74T	-6680.94845399052	0.418164323823044	0
75A	-6679.35198927986	2.27040890999341	0
75C	-6680.91511403385	0.432738350455329	0
75G	-6679.05770896989	2.11171497015709	0
75T	-6472.6557785483	2.41276138883719	0
76A	-6681.40929209035	0.93670467365437	0
76C	-6468.8955938543	2.42747148647725	0
76G	-6680.96603406749	0.384032458423238	0
76T	-6678.88738617443	2.25402567929037	0
77A	-6468.08863684052	2.41673590683761	0
77C	-6680.33972564505	1.52439376927972	0
77G	-6680.96749289294	0.390082497553765	0
77T	-6680.82540929241	0.86124213819711	0
78A	-6470.63054184668	2.40922192417093	0
78C	-6679.9893136359	1.80468201713651	0
78G	-6680.82251781708	0.860999801956215	0
78T	-6680.01690677663	1.95477907050969	0
79A	-6680.94871021062	0.41961475206847	0
79C	-6681.19429453444	0.592390168062798	0
79G	-6680.3234206613	1.71525459813731	0
79T	-6467.39628538201	2.42247035160066	0
80A	-6677.17820061711	3.01614599910902	0
80C	-6680.97389553892	0.387003813460039	0
80G	-6680.97093679691	0.400872327873477	0
80T	-6470.38135253214	2.41415228639755	0
81A	-6679.29870842622	1.9382633895467	0
81C	-6680.91522731023	0.432641126784751	0
81G	-6667.75484863778	2.77600732658946	0
81T	-6484.41502923717	2.40092235060378	0
82A	-6680.96485793228	0.401434146821331	0
82C	-6680.69280111033	1.25387478660995	0
82G	-6681.19176379828	0.921323223969745	0
82T	-6467.28863863409	2.42299304359966	0
83A	-6467.70902986623	2.42719588195038	0
83C	-6680.62430537827	1.60107004585188	0
83G	-6681.07061075288	0.705825938508311	0
83T	-6680.96491171283	0.401669918316453	0
84A	-6680.96632947997	0.398253827354369	0
84C	-6680.96329393442	0.406904240786232	0
84G	-6680.9318895416	0.42612262546866	0
84T	-6465.9696167691	2.42345109893093	0
85A	-6680.86854685711	0.327666625474133	0
85C	-6680.80914099388	0.865817532539335	0
85G	-6681.54215614128	1.05203672959296	0
85T	-6464.80231015093	2.44091602999115	0
86A	-6680.91501673648	0.432113672521414	0
86C	-6477.33382404586	2.45014467557511	0
86G	-6680.91501673648	0.432113672515719	0
86T	-6671.52893667257	2.0348458418262	0
87A	-6466.01556327976	2.42334126534176	0
87C	-6680.91492658767	0.432732667153325	0
87G	-6680.91492658767	0.432732667060303	0
87T	-6680.96153621493	0.376387524530801	0
88A	-6473.34879219854	2.41232207313814	0
88C	-6680.07387370083	1.88116045959445	0
88G	-6677.69156333971	2.43656898451288	0
88T	-6680.9152207692	0.432651875813611	0
89A	-6680.95812499918	0.372355075595741	0
89C	-6680.9154458244	0.43221821459373	0
89G	-6680.93089747375	0.347129623659996	0
89T	-6464.21804437551	2.43141607632174	0
90A	-6680.99267057662	0.770428857780107	0
90C	-6680.91477814688	0.432971713887204	0
90G	-6680.91477814688	0.432971713793605	0
90T	-6466.95668176977	2.419583822282	0
91A	-6680.95338314947	0.368052582183743	0
91C	-6466.47397110776	2.42428283417668	0
91G	-6680.9150898362	0.432546358405866	0
91T	-6680.96898401179	1.08828227191032	0
92A	-6680.96667147877	0.404078915953174	0
92C	-6680.9148485864	0.432929560967536	0
92G	-6680.9637992386	0.403096601244626	0
92T	-6466.05680360304	2.42294748805666	0
93A	-6677.3906282605	2.03141065876595	0
93C	-6470.78911100658	2.43463654851928	0
93G	-6680.96547040686	0.398206301080528	0
93T	-6680.95420935688	0.412309593273925	0
94A	-6680.95827080772	0.409818261554584	0
94C	-6680.96870412516	0.387132672755376	0
94G	-6465.22583543866	2.43128395688905	0
94T	-6681.3451953928	0.77095737129555	0
95A	-6514.25993389806	2.42686004943105	0
95C	-6680.91513911849	0.432612645534899	0
95G	-6635.73948287517	2.37630080999035	0
95T	-6680.95539649543	0.412686748798142	0
96A	-6680.95141433659	0.416374139674276	0
96C	-6465.87400527696	2.4241185547788	0
96G	-6680.91494213816	0.432741681077323	0
96T	-6680.96257151882	0.37767293356733	0
97A	-6679.16899150635	1.9354329561071	0
97C	-6687.19193653436	1.1926377999153	0
97G	-6474.70021883315	2.46223941510206	0
97T	-6670.80751456916	2.18676220395675	0
98A	-6680.91488749133	0.432828446522379	0
98C	-6680.96638545131	0.38419834549444	0
98G	-6466.11980183076	2.42268830187398	0
98T	-6680.91488749133	0.432828446688328	0
99A	-6467.65556466175	2.42576668938107	0
99C	-6680.97207025565	1.4290367344803	0
99G	-6680.91503634707	0.432795191037685	0
99T	-6680.99264994883	0.772034869290011	0
100A	-6679.13725709149	1.80364386750925	0
100C	-6680.9152510951	0.431905459384991	0
100G	-6469.22795591971	2.43609927047774	0
100T	-6680.93247883292	0.425012187673299	0
neutral	-6681.19475122083	0	0
true	-6456.64038012574	2.45199591120313	0
1A	-6456.64038012574	2.45199591120313	0
